age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-balance,hours-per-week,native-country,income
"[56, 91[",Government,113443,College,Divorced,Private,Not-in-family,White,Female,10520,33,United-States,>50K
"[56, 91[",Government,153408,College,Divorced,Private,Not-in-family,White,Female,0,40,United-States,>50K
"[56, 91[",Government,141459,College,Divorced,Private,Unmarried,White,Female,0,40,United-States,<=50K
"[56, 91[",Government,358893,College,Divorced,Private,Not-in-family,White,Female,-2339,40,United-States,<=50K
"[56, 91[",Government,67662,College,Divorced,Private,Not-in-family,White,Female,0,39,United-States,<=50K
"[56, 91[",Government,19520,College,Divorced,Private,Unmarried,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,192712,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,86644,College,Married-civ-spouse,Private,Wife,White,Female,0,55,United-States,<=50K
"[17, 56[",Government,126319,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,103260,College,Married-civ-spouse,Private,Wife,White,Female,0,35,United-States,>50K
"[17, 56[",Government,267588,College,Married-civ-spouse,Private,Wife,White,Female,0,70,United-States,<=50K
"[17, 56[",Government,116580,College,Married-civ-spouse,Private,Wife,White,Female,0,20,United-States,>50K
"[17, 56[",Government,343079,College,Married-civ-spouse,Private,Wife,White,Female,-1740,20,United-States,<=50K
"[17, 56[",Government,113253,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,233825,College,Married-civ-spouse,Private,Wife,White,Female,15024,50,United-States,>50K
"[17, 56[",Government,250135,College,Married-civ-spouse,Private,Wife,White,Female,-1902,55,United-States,<=50K
"[17, 56[",Government,159931,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,349633,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,196529,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,191177,College,Married-civ-spouse,Private,Wife,White,Female,0,20,United-States,>50K
"[17, 56[",Government,74784,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,173224,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,185394,College,Married-civ-spouse,Private,Wife,White,Female,7688,40,United-States,>50K
"[17, 56[",Government,19700,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,82880,College,Married-civ-spouse,Private,Wife,White,Female,0,15,United-States,<=50K
"[17, 56[",Government,221740,College,Married-civ-spouse,Private,Wife,White,Female,0,30,United-States,>50K
"[17, 56[",Government,334409,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,83286,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,117496,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,259377,College,Married-civ-spouse,Private,Wife,White,Female,15024,40,United-States,>50K
"[17, 56[",Government,37672,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,<=50K
"[17, 56[",Government,183224,College,Married-civ-spouse,Private,Wife,Asian-Pac-Islander,Female,0,40,Taiwan,>50K
"[17, 56[",Government,183923,College,Married-civ-spouse,Private,Wife,White,Female,7688,35,United-States,>50K
"[17, 56[",Government,35824,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,219906,College,Married-civ-spouse,Private,Wife,White,Female,0,25,United-States,>50K
"[17, 56[",Government,287233,College,Married-civ-spouse,Private,Wife,Black,Female,0,40,United-States,>50K
"[17, 56[",Government,101967,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,201560,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,168672,College,Married-civ-spouse,Private,Wife,White,Female,-1902,40,United-States,>50K
"[17, 56[",Government,95855,College,Married-civ-spouse,Private,Wife,White,Female,0,60,United-States,>50K
"[17, 56[",Government,167835,College,Married-civ-spouse,Private,Wife,White,Female,0,38,United-States,>50K
"[17, 56[",Government,317443,College,Married-civ-spouse,Private,Wife,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,181372,College,Married-civ-spouse,Private,Wife,White,Female,0,33,United-States,>50K
"[17, 56[",Government,124076,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,63042,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,159816,College,Married-civ-spouse,Private,Wife,White,Female,-1977,35,United-States,>50K
"[17, 56[",Government,180010,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,209482,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,593246,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,205005,College,Married-civ-spouse,Private,Wife,White,Female,0,60,United-States,>50K
"[17, 56[",Government,143699,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,265698,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,138077,College,Married-civ-spouse,Private,Wife,White,Female,0,38,United-States,>50K
"[17, 56[",Government,33727,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,578377,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,189956,College,Married-civ-spouse,Private,Wife,Black,Female,15024,40,United-States,>50K
"[17, 56[",Government,193425,College,Married-civ-spouse,Private,Wife,White,Female,4386,40,United-States,>50K
"[17, 56[",Government,398986,College,Married-civ-spouse,Private,Wife,White,Female,-1902,52,United-States,>50K
"[17, 56[",Government,317360,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,170382,College,Married-civ-spouse,Private,Wife,White,Female,0,50,England,>50K
"[17, 56[",Government,324561,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,183486,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,92374,College,Married-civ-spouse,Private,Wife,Black,Female,0,35,United-States,>50K
"[17, 56[",Government,29235,College,Married-civ-spouse,Private,Wife,White,Female,0,40,France,>50K
"[17, 56[",Government,168524,College,Married-civ-spouse,Private,Wife,White,Female,7688,35,United-States,>50K
"[17, 56[",Government,283602,College,Married-civ-spouse,Private,Wife,White,Female,15024,40,United-States,>50K
"[17, 56[",Government,186784,College,Married-civ-spouse,Private,Wife,White,Female,5013,45,United-States,<=50K
"[17, 56[",Government,177398,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,196529,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,94937,College,Married-civ-spouse,Private,Wife,White,Female,0,28,United-States,<=50K
"[17, 56[",Government,248834,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,172855,College,Married-civ-spouse,Private,Wife,Black,Female,-1887,40,United-States,>50K
"[17, 56[",Government,166461,College,Married-civ-spouse,Private,Wife,Black,Female,0,40,United-States,>50K
"[17, 56[",Government,155141,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,189956,College,Married-civ-spouse,Private,Wife,Black,Female,0,40,United-States,>50K
"[17, 56[",Government,155118,College,Married-civ-spouse,Private,Wife,White,Female,0,70,United-States,>50K
"[17, 56[",Government,202872,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,119904,College,Married-civ-spouse,Private,Wife,White,Female,7688,30,United-States,>50K
"[17, 56[",Government,119421,College,Married-civ-spouse,Private,Wife,White,Female,0,42,United-States,<=50K
"[17, 56[",Government,176046,College,Married-civ-spouse,Private,Wife,White,Female,-2267,40,United-States,<=50K
"[17, 56[",Government,44694,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,93886,College,Married-civ-spouse,Private,Wife,White,Female,0,46,United-States,>50K
"[17, 56[",Government,100135,College,Married-civ-spouse,Private,Wife,White,Female,0,35,United-States,>50K
"[17, 56[",Government,110490,College,Married-civ-spouse,Private,Wife,White,Female,0,60,United-States,<=50K
"[17, 56[",Government,333530,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,344855,College,Married-civ-spouse,Private,Wife,White,Female,-1977,20,United-States,>50K
"[17, 56[",Government,30793,College,Married-civ-spouse,Private,Wife,White,Female,0,55,United-States,>50K
"[17, 56[",Government,143949,College,Married-civ-spouse,Private,Wife,White,Female,3103,45,United-States,>50K
"[17, 56[",Government,33662,College,Married-civ-spouse,Private,Wife,White,Female,7298,40,United-States,>50K
"[17, 56[",Government,117496,College,Married-civ-spouse,Private,Wife,White,Female,0,24,United-States,<=50K
"[17, 56[",Government,55863,College,Married-civ-spouse,Private,Wife,White,Female,-1902,46,United-States,>50K
"[17, 56[",Government,445824,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,39586,College,Married-civ-spouse,Private,Wife,White,Female,0,20,United-States,>50K
"[17, 56[",Government,595000,College,Married-civ-spouse,Private,Wife,Black,Female,0,40,United-States,>50K
"[17, 56[",Government,47170,College,Married-civ-spouse,Private,Wife,Amer-Indian-Eskimo,Female,0,48,United-States,>50K
"[17, 56[",Government,181824,College,Married-civ-spouse,Private,Wife,White,Female,-1902,35,United-States,>50K
"[17, 56[",Government,194954,College,Married-civ-spouse,Private,Wife,White,Female,0,15,United-States,<=50K
"[17, 56[",Government,199381,College,Married-civ-spouse,Private,Wife,White,Female,15024,37,United-States,>50K
"[17, 56[",Government,553473,College,Married-civ-spouse,Private,Wife,Black,Female,0,48,United-States,<=50K
"[17, 56[",Government,31650,College,Married-civ-spouse,Private,Other-relative,White,Female,0,45,United-States,<=50K
"[17, 56[",Government,75409,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Government,125796,College,Married-civ-spouse,Private,Wife,Black,Female,-1848,40,United-States,>50K
"[17, 56[",Government,438711,College,Married-civ-spouse,Private,Wife,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,182460,College,Married-civ-spouse,Private,Wife,Asian-Pac-Islander,Female,0,38,China,>50K
"[17, 56[",Government,221059,College,Married-civ-spouse,Private,Other-relative,Other,Female,7688,38,United-States,>50K
"[17, 56[",Government,413345,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,110426,College,Married-civ-spouse,Private,Wife,White,Female,7688,40,?,>50K
"[17, 56[",Government,220066,College,Married-civ-spouse,Private,Wife,White,Female,0,48,United-States,>50K
"[17, 56[",Government,216283,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,218640,College,Married-civ-spouse,Private,Wife,Black,Female,0,40,United-States,>50K
"[17, 56[",Government,122011,College,Married-civ-spouse,Private,Wife,White,Female,5178,38,United-States,>50K
"[17, 56[",Government,56964,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[17, 56[",Government,159782,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[17, 56[",Government,110964,College,Married-civ-spouse,Private,Wife,White,Female,-1672,38,United-States,<=50K
"[17, 56[",Government,340091,College,Married-civ-spouse,Private,Wife,White,Female,0,36,United-States,>50K
"[17, 56[",Government,48214,College,Married-civ-spouse,Private,Wife,White,Female,0,50,United-States,>50K
"[56, 91[",Government,205267,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[56, 91[",Government,174132,College,Married-civ-spouse,Private,Wife,Black,Female,-1977,40,United-States,>50K
"[56, 91[",Government,102442,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[56, 91[",Government,259803,College,Married-civ-spouse,Private,Wife,White,Female,0,45,United-States,>50K
"[56, 91[",Government,76720,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,<=50K
"[56, 91[",Government,115763,College,Married-civ-spouse,Private,Wife,White,Female,0,40,United-States,>50K
"[56, 91[",Government,264544,College,Married-civ-spouse,Private,Wife,White,Female,0,5,United-States,>50K
"[56, 91[",Government,223400,College,Married-civ-spouse,Private,Wife,White,Female,0,20,United-States,>50K
"[17, 56[",Government,339671,College,Married-spouse-absent,Private,Not-in-family,White,Female,8614,45,United-States,>50K
"[17, 56[",Government,197530,College,Married-spouse-absent,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,188682,College,Married-spouse-absent,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,231793,College,Married-spouse-absent,Private,Unmarried,White,Female,0,38,United-States,<=50K
"[17, 56[",Government,123160,College,Married-spouse-absent,Private,Not-in-family,Asian-Pac-Islander,Female,0,10,China,<=50K
"[17, 56[",Government,161334,College,Married-spouse-absent,Private,Not-in-family,Asian-Pac-Islander,Female,0,40,China,<=50K
"[17, 56[",Government,410867,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,>50K
"[17, 56[",Government,282680,College,Never-married,Private,Not-in-family,White,Female,-1564,70,United-States,>50K
"[17, 56[",Government,43206,College,Never-married,Private,Not-in-family,White,Female,-1564,50,United-States,>50K
"[17, 56[",Government,163215,College,Never-married,Private,Not-in-family,White,Female,0,40,?,<=50K
"[17, 56[",Government,40808,College,Never-married,Private,Not-in-family,Amer-Indian-Eskimo,Female,0,43,United-States,<=50K
"[17, 56[",Government,56651,College,Never-married,Private,Own-child,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,29591,College,Never-married,Private,Not-in-family,Other,Female,0,40,United-States,<=50K
"[17, 56[",Government,32312,College,Never-married,Private,Not-in-family,White,Female,0,60,United-States,<=50K
"[17, 56[",Government,41432,College,Never-married,Private,Not-in-family,White,Female,0,15,United-States,<=50K
"[17, 56[",Government,153633,College,Never-married,Private,Unmarried,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,295010,College,Never-married,Private,Not-in-family,White,Female,0,60,United-States,>50K
"[17, 56[",Government,118686,College,Never-married,Private,Not-in-family,White,Female,0,45,United-States,<=50K
"[17, 56[",Government,137059,College,Never-married,Private,Not-in-family,White,Female,0,10,United-States,<=50K
"[17, 56[",Government,185053,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,264834,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,103214,College,Never-married,Private,Not-in-family,Amer-Indian-Eskimo,Female,0,60,United-States,>50K
"[17, 56[",Government,46442,College,Never-married,Private,Not-in-family,White,Female,0,35,United-States,<=50K
"[17, 56[",Government,281860,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,59932,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,177212,College,Never-married,Private,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,46537,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,345259,College,Never-married,Private,Not-in-family,White,Female,0,99,United-States,<=50K
"[17, 56[",Government,42251,College,Never-married,Private,Not-in-family,White,Female,0,30,United-States,<=50K
"[17, 56[",Government,368947,College,Never-married,Private,Not-in-family,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,119848,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,143547,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,184723,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,>50K
"[17, 56[",Government,106179,College,Never-married,Private,Not-in-family,White,Female,-1408,40,United-States,<=50K
"[17, 56[",Government,101345,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,38434,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,254817,College,Never-married,Private,Not-in-family,White,Female,-1340,40,United-States,<=50K
"[17, 56[",Government,117018,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,120064,College,Never-married,Private,Not-in-family,White,Female,0,45,United-States,<=50K
"[17, 56[",Government,115244,College,Never-married,Private,Own-child,White,Female,0,60,United-States,<=50K
"[17, 56[",Government,34029,College,Never-married,Private,Own-child,White,Female,0,20,United-States,<=50K
"[17, 56[",Government,216481,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,190057,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,113545,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,34021,College,Never-married,Private,Own-child,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,29174,College,Never-married,Private,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,210527,College,Never-married,Private,Unmarried,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,123727,College,Never-married,Private,Not-in-family,White,Female,0,21,United-States,<=50K
"[17, 56[",Government,322658,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,144531,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,>50K
"[17, 56[",Government,220066,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,134181,College,Never-married,Private,Own-child,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,253116,College,Never-married,Private,Not-in-family,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,348728,College,Never-married,Private,Not-in-family,White,Female,0,35,United-States,<=50K
"[17, 56[",Government,154940,College,Never-married,Private,Not-in-family,White,Female,0,45,United-States,>50K
"[17, 56[",Government,364310,College,Never-married,Private,Not-in-family,Black,Female,0,40,Germany,<=50K
"[17, 56[",Government,198183,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,>50K
"[17, 56[",Government,210259,College,Never-married,Private,Not-in-family,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,192349,College,Never-married,Private,Not-in-family,White,Female,4650,40,United-States,<=50K
"[17, 56[",Government,321851,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,>50K
"[17, 56[",Government,184678,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,39464,College,Never-married,Private,Not-in-family,White,Female,0,52,United-States,<=50K
"[17, 56[",Government,83671,College,Never-married,Private,Not-in-family,Black,Female,0,50,United-States,<=50K
"[17, 56[",Government,425092,College,Never-married,Private,Not-in-family,White,Female,2174,40,United-States,<=50K
"[17, 56[",Government,370990,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,133963,College,Never-married,Private,Own-child,White,Female,0,40,United-States,>50K
"[17, 56[",Government,117833,College,Never-married,Private,Not-in-family,White,Female,4865,35,United-States,<=50K
"[17, 56[",Government,37869,College,Never-married,Private,Not-in-family,White,Female,0,60,United-States,<=50K
"[17, 56[",Government,233993,College,Never-married,Private,Own-child,White,Female,0,15,United-States,<=50K
"[17, 56[",Government,124680,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,173584,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,96480,College,Never-married,Private,Not-in-family,White,Female,0,40,Germany,<=50K
"[17, 56[",Government,254270,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,185057,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,222572,College,Never-married,Private,Unmarried,White,Female,0,43,United-States,<=50K
"[17, 56[",Government,200492,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,126446,College,Never-married,Private,Unmarried,White,Female,0,30,United-States,<=50K
"[17, 56[",Government,58441,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,117833,College,Never-married,Private,Not-in-family,White,Female,0,35,United-States,<=50K
"[17, 56[",Government,331046,College,Never-married,Private,Not-in-family,White,Female,0,45,United-States,<=50K
"[17, 56[",Government,150226,College,Never-married,Private,Own-child,White,Female,0,35,United-States,<=50K
"[17, 56[",Government,365049,College,Never-married,Private,Not-in-family,White,Female,0,40,Mexico,<=50K
"[17, 56[",Government,155905,College,Never-married,Private,Own-child,White,Female,0,60,United-States,<=50K
"[17, 56[",Government,139703,College,Never-married,Private,Not-in-family,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,289982,College,Never-married,Private,Own-child,White,Female,0,35,United-States,<=50K
"[17, 56[",Government,84224,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,55890,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,203353,College,Never-married,Private,Own-child,White,Female,0,45,United-States,<=50K
"[17, 56[",Government,193416,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,56340,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,50065,College,Never-married,Private,Not-in-family,White,Female,0,35,United-States,<=50K
"[17, 56[",Government,190368,College,Never-married,Private,Not-in-family,White,Female,0,70,United-States,<=50K
"[17, 56[",Government,346668,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,230754,College,Never-married,Private,Own-child,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,181758,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,190889,College,Never-married,Private,Not-in-family,Other,Female,0,40,?,<=50K
"[17, 56[",Government,167261,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,121622,College,Never-married,Private,Unmarried,White,Female,-1380,40,United-States,<=50K
"[17, 56[",Government,80485,College,Never-married,Private,Not-in-family,White,Female,0,38,United-States,<=50K
"[17, 56[",Government,185575,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,117392,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,105830,College,Never-married,Private,Not-in-family,White,Female,0,60,United-States,<=50K
"[17, 56[",Government,50649,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,30509,College,Never-married,Private,Not-in-family,White,Female,-1669,55,United-States,<=50K
"[17, 56[",Government,216522,College,Never-married,Private,Own-child,Black,Female,0,42,United-States,<=50K
"[17, 56[",Government,229223,College,Never-married,Private,Own-child,White,Female,0,40,United-States,>50K
"[17, 56[",Government,177794,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,337867,College,Never-married,Private,Own-child,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,104614,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,33124,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,26929,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,210781,College,Never-married,Private,Own-child,White,Female,0,15,United-States,<=50K
"[17, 56[",Government,366796,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,145522,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,250585,College,Never-married,Private,Not-in-family,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,68318,College,Never-married,Private,Own-child,White,Female,0,55,United-States,<=50K
"[17, 56[",Government,50512,College,Never-married,Private,Not-in-family,White,Female,2202,50,United-States,<=50K
"[17, 56[",Government,212803,College,Never-married,Private,Not-in-family,White,Female,0,35,United-States,<=50K
"[17, 56[",Government,170092,College,Never-married,Private,Not-in-family,White,Female,0,43,United-States,<=50K
"[17, 56[",Government,265230,College,Never-married,Private,Not-in-family,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,213019,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,>50K
"[17, 56[",Government,102942,College,Never-married,Private,Not-in-family,White,Female,-2001,40,United-States,<=50K
"[17, 56[",Government,183620,College,Never-married,Private,Not-in-family,Black,Female,0,40,United-States,>50K
"[17, 56[",Government,109684,College,Never-married,Private,Not-in-family,White,Female,-1741,35,United-States,<=50K
"[17, 56[",Government,162613,College,Never-married,Private,Not-in-family,White,Female,-2258,60,United-States,<=50K
"[17, 56[",Government,190350,College,Never-married,Private,Own-child,Black,Female,0,35,United-States,<=50K
"[17, 56[",Government,204377,College,Never-married,Private,Own-child,White,Female,0,20,United-States,<=50K
"[17, 56[",Government,213451,College,Never-married,Private,Own-child,Black,Female,0,10,Jamaica,<=50K
"[17, 56[",Government,48976,College,Never-married,Private,Not-in-family,White,Female,4865,45,United-States,<=50K
"[17, 56[",Government,407672,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,282664,College,Never-married,Private,Not-in-family,Other,Female,0,45,?,<=50K
"[17, 56[",Government,190330,College,Never-married,Private,Own-child,White,Female,0,10,United-States,<=50K
"[17, 56[",Government,176831,College,Never-married,Private,Own-child,Black,Female,0,35,United-States,<=50K
"[17, 56[",Government,210945,College,Never-married,Private,Not-in-family,Black,Female,0,60,United-States,<=50K
"[17, 56[",Government,126613,College,Never-married,Private,Own-child,White,Female,0,20,United-States,<=50K
"[17, 56[",Government,66824,College,Never-married,Private,Not-in-family,Amer-Indian-Eskimo,Female,3325,43,United-States,<=50K
"[17, 56[",Government,220912,College,Never-married,Private,Not-in-family,Black,Female,0,40,United-States,<=50K
"[17, 56[",Government,188909,College,Never-married,Private,Own-child,Black,Female,0,42,United-States,<=50K
"[17, 56[",Government,196456,College,Never-married,Private,Not-in-family,White,Female,-1669,40,United-States,<=50K
"[17, 56[",Government,118500,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,254127,College,Never-married,Private,Other-relative,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,194630,College,Never-married,Private,Not-in-family,White,Female,4787,43,United-States,>50K
"[17, 56[",Government,39236,College,Never-married,Private,Own-child,White,Female,594,25,United-States,<=50K
"[17, 56[",Government,316582,College,Never-married,Private,Not-in-family,White,Female,0,55,United-States,<=50K
"[17, 56[",Government,276249,College,Never-married,Private,Own-child,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,103277,College,Never-married,Private,Own-child,White,Female,0,50,United-States,<=50K
"[17, 56[",Government,286342,College,Never-married,Private,Not-in-family,White,Female,0,32,United-States,>50K
"[17, 56[",Government,33798,College,Never-married,Private,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,230912,College,Never-married,Private,Not-in-family,White,Female,4865,40,United-States,<=50K
"[17, 56[",Government,308654,College,Never-married,Private,Own-child,Asian-Pac-Islander,Female,0,20,United-States,<=50K
"[17, 56[",Government,276973,College,Never-married,Private,Own-child,White,Female,0,20,United-States,<=50K
"[17, 56[",Government,128401,College,Never-married,Private,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Government,442359,College,Never-married,Private,Not-in-family,White,Female,-1092,40,United-States,<=50K
"[17, 56[",Government,246291,College,Never-married,Private,Not-in-family,White,Female,0,46,United-States,<=50K
"[17, 56[",Government,192213,College,Never-married,Private,Not-in-family,White,Female,0,40,Canada,<=50K
